0.074569,0.105337,0.111138
0.076368,0.109086,0.102172
0.078986,0.108811,0.097453
0.078789,0.109666,0.101765
0.086598,0.100139,0.093279
0.091667,0.097900,0.093592
0.094914,0.093925,0.090192
0.093077,0.098505,0.088479
0.096080,0.094641,0.091957
0.090874,0.095345,0.093531
0.086936,0.093529,0.103318
0.092779,0.102384,0.089139
0.094657,0.098643,0.087441
0.092617,0.099204,0.089186
0.090985,0.100628,0.090355
0.091388,0.097807,0.088490
0.088980,0.097074,0.087385
0.083961,0.102032,0.086970
0.081923,0.105526,0.086407
0.081506,0.103378,0.088190
0.085639,0.102331,0.086682
0.086476,0.103654,0.086881
0.087538,0.102303,0.089116
0.089035,0.101685,0.086926
0.089044,0.103342,0.086474
0.093095,0.102472,0.086380
0.093078,0.101128,0.086155
0.095253,0.098979,0.086108
0.095905,0.098940,0.087127
0.097108,0.097643,0.089270
0.098110,0.096966,0.089529
0.099776,0.096234,0.091607
0.098055,0.096034,0.089793
0.097819,0.094768,0.089988
0.097093,0.094638,0.091346
0.097439,0.096264,0.089821
0.097199,0.095486,0.089673
0.095128,0.096439,0.088496
0.097970,0.096686,0.091350
0.095689,0.100597,0.089916
0.093083,0.106836,0.093733
0.093056,0.106853,0.095549
0.089628,0.107198,0.089827
0.091079,0.106820,0.091062
0.092072,0.105480,0.088956
0.098035,0.109229,0.093012
0.096101,0.110752,0.097920
0.095234,0.107962,0.091745
0.095111,0.106270,0.094963
0.095157,0.105564,0.093532
0.094870,0.106844,0.095010
0.095012,0.106104,0.094856
0.095002,0.106642,0.095299
0.094950,0.106632,0.095308
0.094989,0.106558,0.095182
0.098058,0.102807,0.095707
0.095246,0.105539,0.093263
0.094211,0.102625,0.093751
0.091710,0.102295,0.086863
0.084386,0.097972,0.083299
0.082698,0.094445,0.082566
0.080263,0.096298,0.076126
0.082574,0.094516,0.078220
0.084510,0.095492,0.080705
0.084425,0.096038,0.081608
0.085627,0.096689,0.078868
0.086929,0.097097,0.076581
0.084670,0.099499,0.075472
0.082158,0.097209,0.078238
0.085165,0.096754,0.077674
0.087412,0.098148,0.077926
0.086870,0.098279,0.076596
0.088425,0.095372,0.080957
0.089148,0.095895,0.078447
0.088130,0.095753,0.080746
0.093713,0.092177,0.079707
0.090082,0.093466,0.081711
0.089589,0.093374,0.082378
0.089251,0.089260,0.082504
0.089709,0.092132,0.079167
0.090407,0.092659,0.076874
0.087373,0.092108,0.077756
0.089897,0.094858,0.079140
0.086243,0.097361,0.080944
0.090652,0.097453,0.082119
0.090203,0.097054,0.082278
0.092027,0.095356,0.081929
0.094286,0.095340,0.079115
0.094786,0.095295,0.077025
0.095717,0.093804,0.080116
0.095769,0.093931,0.078201
0.095241,0.090839,0.076603
0.094716,0.093505,0.080303
0.096246,0.092478,0.081893
0.094783,0.094041,0.080853
0.094790,0.092137,0.079224
0.095491,0.090770,0.079736
0.096486,0.090583,0.079851
0.094847,0.090891,0.075543
0.097848,0.093266,0.076013
0.097660,0.093947,0.076510
0.095581,0.095666,0.075667
0.097329,0.090877,0.075718
0.097645,0.090670,0.074942
0.101094,0.087710,0.073133
0.096930,0.086898,0.073123
0.099071,0.091043,0.078921
0.095707,0.087662,0.075125
0.097262,0.089783,0.077025
0.096848,0.088777,0.077537
0.099189,0.091277,0.078443
0.100146,0.089207,0.077764
0.100395,0.090131,0.078248
0.098857,0.089541,0.077075
0.098753,0.091313,0.071966
0.099722,0.088341,0.074216
0.098305,0.088716,0.076184
0.095664,0.089881,0.075834
0.096521,0.089683,0.077419
0.093763,0.093429,0.076738
0.092233,0.092395,0.074257
0.091126,0.090545,0.076701
0.089065,0.092456,0.076051
0.094135,0.093666,0.075709
0.094181,0.095422,0.073445
0.094252,0.093006,0.079590
0.092044,0.092678,0.073211
0.092604,0.093905,0.073287
0.090866,0.093620,0.071468
0.091984,0.093828,0.076096
0.092876,0.092792,0.073566
0.093833,0.089764,0.076653
0.093578,0.094801,0.079151
0.093944,0.094815,0.078297
0.093193,0.088595,0.074524
0.095019,0.088001,0.072060
0.092578,0.088068,0.072539
0.090028,0.085988,0.077406
0.090891,0.086323,0.077072
0.092579,0.088382,0.074828
0.090212,0.087132,0.071729
0.086645,0.089206,0.076765
0.089502,0.092533,0.081599
0.087916,0.092574,0.080476
0.086589,0.091797,0.081017
0.090096,0.093828,0.081301
0.084339,0.094881,0.077290
0.082629,0.098072,0.085429
0.081312,0.095759,0.081523
0.083938,0.096399,0.081720
