12599,57234,1360
32577,11641,40648
65142,44042,34494
61345,51383,36096
42023,29396,17004
42452,12647,57536
4517,7286,6329
29891,45364,52563
30801,14034,58001
48118,32512,19623
21645,34895,10754
52824,58160,28255
28578,35645,23568
11274,12727,15165
2611,18890,38286
24835,62031,39330
5991,64597,49012
45926,39691,12156
50859,40006,7611
53144,21841,55613
46672,27845,20751
18231,46192,33853
53690,27419,20757
14773,64894,3157
2922,19069,38027
52558,20687,64608
59359,723,41400
42982,5427,19066
55250,57004,15576
60821,40938,21885
46327,35673,33
60146,25483,59960
37181,42620,65198
3283,63751,40435
15970,65495,42805
43948,59657,63364
1050,56704,41939
21759,49620,11543
60983,3336,25875
33892,14018,20250
64612,17606,2143
19876,61566,63388
10850,2209,20348
2083,23254,3218
9967,24557,16044
63053,4603,22096
29368,54005,64455
61561,35971,63404
45973,17624,27281
43467,16901,23709
52757,59958,60226
30413,31750,24187
3182,19525,38673
65213,25673,16802
31286,3181,1960
15002,57304,64990
11331,24347,20954
41375,22279,679
27264,30519,27736
33270,38692,40432
53117,4668,51062
5628,46726,53594
6171,41427,26824
19988,30085,41702
38860,26281,57389
16893,35493,12373
27681,36923,13961
845,13604,45105
43457,11773,33646
18419,31032,62230
9028,40349,42393
20805,19230,890
2488,19072,38598
2965,19541,38118
49489,25871,20779
12743,25065,48845
54376,2359,38921
58706,29973,19124
45067,6461,11569
45072,62874,4270
24258,11315,52055
30485,54769,57665
22782,13846,11823
22334,16284,43458
14418,38185,61515
9411,4647,40134
495,9548,44785
35338,56272,34895
43058,40109,55302
39230,50800,54273
41237,61655,55000
49576,48357,59940
48900,36467,56049
50397,8076,22379
63067,47325,15569
54277,35837,43419
30596,14351,40109
5690,64084,7680
3134,19147,38189
6484,371,40691
11301,1962,16974
41284,62817,9066
53443,3329,43956
7564,38680,6705
26417,24490,62804
34374,61249,19620
37796,15124,60634
3044,19510,38354
55803,20707,46038
41144,25078,9670
28935,38440,56016
22914,43591,1070
54443,59758,11893
25272,48109,39713
46893,49361,57263
32395,54907,11253
61011,3480,41497
46714,59037,12357
14644,52716,53217
46195,5492,23911
9790,27263,46839
13994,55622,60348
43781,29524,32495
2896,19033,38442
56866,58657,31834
28285,5425,62891
51156,53745,46087
47179,25084,20995
47825,18657,59642
44935,34396,54247
63433,24434,51608
21897,52128,65183
29306,10359,30747
59679,22194,63700
42659,62279,48215
64958,6006,43268
51028,55821,42918
64024,34745,53115
50107,33791,10427
2724,49930,54786
22723,18238,4768
15872,20552,4693
20997,1340,8614
2734,19356,38600
20639,25906,56292
2654,19272,38130
55423,20324,30611
3052,54957,46739
3205,18944,38552
58403,7631,44134
20828,14110,48429
36363,60018,49444
12748,29211,35445
34613,57427,36428
1977,46368,39803
2845,19094,38476
9885,42787,36512
35001,32639,20850
20454,26040,52113
64086,16913,55239
59659,15850,35028
48251,23576,1001
51566,23468,39030
50854,4013,65236
39316,17413,30486
26400,17050,28997
34182,62307,19297
18346,8347,24338
3002,19438,38172
28688,8703,8517
13511,59881,50066
25744,46090,10105
61282,51579,26602
8578,57271,4210
27129,50622,39548
45933,37082,49834
16343,36606,22619
38003,57414,8515
3863,19614,42338
50733,34208,20734
46749,32218,25523
32465,45637,11103
22726,45776,7369
59651,8845,21553
18732,63455,63511
36091,482,251
11999,64878,16907
39047,31115,23052
2798,18970,38395
16279,1811,60335
7052,42033,29941
2740,47963,3266
18383,55976,40532
41189,18424,56108
11178,1051,12058
58043,47776,4664
9558,21418,63028
25787,9586,30957
11228,60052,50534
31067,3923,24076
50676,60618,42332
26212,53179,51305
61548,14008,64984
3102,19405,38153
52687,19783,32464
5110,25831,59998
18165,51744,13513
44352,18228,26696
37131,11615,50048
6896,10530,25737
3092,18814,38228
60328,60629,22421
55824,60540,29729
64130,19670,18583
13968,37791,22856
31848,23914,39012
3268,13737,40099
20760,1378,50926
60330,28534,55814
9424,30954,56943
18781,45209,55487
21349,39851,36523
22559,40572,4947
59525,18531,58488
39130,62070,56607
35664,7767,41528
14387,12795,52370
59672,6234,10457
63558,38652,34204
38874,46428,30079
55510,45901,64561
34802,38296,62813
57631,43920,36228
23169,942,14868
43375,65423,40189
27187,10389,60215
60256,61625,13440
19390,52132,26995
59471,3859,43365
46621,25217,32098
48822,36862,45419
62691,53848,39799
11934,41550,17557
59086,31567,53207
56617,53899,45842
30141,22279,24047
15534,10518,19591
54066,28131,30485
64944,11926,49669
38249,35356,5046
14213,55040,4588
25948,25760,36975
54202,26109,43796
46767,27628,1464
7525,60936,28953
24882,4291,58508
