40893,24799,-11217
42423,5178,50520
-58970,-27997,-36859
-33114,1093,-59842
38724,8182,15221
-4219,45510,44374
-16142,-64546,5184
-13644,-25237,3008
5685,61090,60281
19107,19650,29404
-50980,33664,56417
20648,-843,54742
-60148,3461,-56861
4868,-1696,14083
-57302,-7887,-52017
45453,-4786,-36946
-22987,-43114,50783
40447,29215,-60528
44999,-6267,-37059
-32727,49034,56346
30298,62774,51571
43271,-1807,30635
47084,58908,37612
-29981,-16578,-33940
37612,28213,-13388
48659,-58706,38218
-32391,-59765,57654
24039,-46890,-3877
1714,54004,3850
-9279,-6798,-46
-46635,50924,17271
-38255,7888,-50908
17748,-8956,10466
44866,-5495,-37047
-31073,-10722,-51402
35762,-55243,47875
27202,-6568,39432
41812,1078,33710
-32308,7692,-24623
50018,3406,-34813
17711,45382,-15103
-25453,-65506,-59284
28788,-53092,-63922
38403,-63867,29826
-36732,3775,-22267
26367,63261,7711
-37863,51673,43086
17074,13785,28022
22063,7128,1488
-46986,-52050,40446
24745,-6824,-21087
-33885,-1251,-49959
32124,43407,23963
-29574,-12830,-9812
13913,29330,-44178
-3077,35291,-6613
-14098,53047,16291
16083,51112,-24199
50775,22052,-27894
54988,2420,52244
-19696,-12176,23942
-17967,27080,54948
52737,-39031,61801
-60535,60816,3027
36140,-22076,2062
44606,-4225,39032
2548,-25996,-37488
17495,-13687,-18185
-54834,31608,42286
10876,18292,-34110
-30953,-14273,39483
64215,-5220,62561
44187,-5633,-36575
-2261,-63203,-54162
-12071,35953,-54577
4,-62121,-30758
-29615,5960,-61170
48457,-30590,45921
7307,40499,11389
-1402,56229,-30518
47018,-62805,27773
-21032,-54511,30037
-31266,57370,-5833
38844,15037,795
57088,12273,26057
-28412,64758,56928
-9583,5971,6261
-60608,22969,16628
12150,5547,8724
6087,17595,-51743
61451,-45917,36036
-28050,22078,-6399
-58197,27938,21577
51867,-31592,-34575
27393,34238,-55992
-46983,-7310,57338
20921,-58301,7767
30881,42460,-64664
25584,-39033,60210
51275,-14652,22155
45443,-59614,35524
-342,-3897,41201
-16343,-27533,42276
62816,24767,6486
-14588,28471,30376
46048,-16787,-18052
-48003,-52217,-15663
-63139,-20442,-37536
24612,4285,42125
-48581,15317,27709
-34986,56753,39814
47082,-8371,60242
-15348,-2801,-4272
63178,-57395,-49004
-12501,56069,61733
37377,40811,-34340
1611,27013,63692
48517,-18125,-12040
-54896,47973,-381
56755,-26614,-1221
-4653,-38926,39483
29560,-54396,-25532
45715,13317,45875
-54373,-39268,-23722
-58676,48449,26666
-46436,-2612,26816
-19545,16034,-21096
-46097,-51643,40404
-46084,40291,59055
1596,50392,21743
21831,9785,7748
30352,15877,-54368
59577,-4350,61497
58207,9099,58071
-56557,3316,34391
4486,7325,-28810
-44430,34823,-56207
16432,3103,-5286
48743,-27409,13258
-32981,-25554,11538
44477,-5670,-37769
12746,29491,-29841
32454,-35188,-42492
-50706,31844,62656
38759,-48364,44759
-51819,-8012,-60672
42035,29363,-26000
-56643,13509,24236
62236,26663,-11259
-42050,24554,-36414
1589,-10788,-6178
-30,-17810,38951
-60890,40418,9928
32496,31051,41708
-55198,-44191,-27459
55553,40190,54331
-51541,-11843,-59275
49650,58143,-34623
44546,-5593,-36660
9409,-10440,-47519
37594,-27102,-2117
40767,-65485,-35633
54128,53056,-5335
55219,29123,50879
-1630,57366,61156
-36851,6902,-35039
-13968,38766,-4427
3695,-8270,46859
26975,-60820,64780
59220,28222,-24854
35323,21980,-48886
54847,21693,-51593
-18673,-16753,59373
25496,-801,50417
-45879,-16643,-28619
41956,-60188,-18098
24592,30382,5134
-21796,35260,-14563
29871,-45111,-44423
-2811,-36731,3324
36198,47786,-30802
47062,47796,31846
-55155,54346,-22855
37201,31817,25726
45479,-4855,-37513
6035,-57764,-58147
-40009,-47667,28823
-44870,-22410,42316
447,-58560,-1086
-40571,27723,-25038
20509,-9938,-30932
53788,-12387,50424
10496,-49905,23878
-22478,-9637,-14899
-235,-45221,27665
13169,40809,-61209
63555,-20934,-2305
-32893,-41370,-19938
-15840,48981,4484
-27772,47321,-23874
3249,15254,4762
32532,-42498,-37474
-61796,-26846,-12782
28236,51710,-20762
-31841,-44844,-58429
27161,29874,15323
13238,-64941,-46105
62194,65057,-61606
64382,-58757,4083
41942,3158,48005
-57217,26208,-25243
22279,10566,-16916
-40982,-59218,-9771
54673,44024,-23106
-2629,-9349,2851
-33209,57104,3022
-30169,36163,64901
41672,-5181,-46214
59575,-57449,17291
-37763,6616,58867
-52967,7815,20718
-36794,56156,19985
60915,-53185,-22741
-63088,-12823,-36871
21940,-27219,-15087
44367,-4797,-37019
22449,-38878,-23588
12731,40946,-33780
-54179,-813,-3394
53790,-53982,-48604
-18305,-58356,37739
-171,8625,58830
26423,5390,-43736
12670,34071,9711
-28888,43385,47741
-1460,-25700,14093
38347,-19831,51861
-41510,13256,-51419
-37337,61451,-57077
-1953,-23342,-7329
44871,-4565,-37003
44380,53623,6866
26741,-26646,-22941
45888,-34977,-15379
4006,58403,-41497
44992,-5387,-37581
44694,-5012,-37870
16591,-34188,-42276
-5747,-15348,14616
-63131,-23523,19297
58746,-60882,-35006
-63978,-38134,3596
50565,-7101,36232
-9100,-31660,15079
51099,536,45579
30240,-12651,-1276
39612,31981,40278
12856,9232,5502
3186,46557,-17632
22164,-40368,62186
6394,41987,26156
39007,35469,-22366
31946,21331,-39673
57557,17750,-14308
59737,38938,-47288
40864,21471,21950
-50370,-8872,-60967
26382,36706,19914
