124747,107596,44543
121168,107032,40141
119850,106038,42728
121015,104977,41238
120504,104200,41935
121896,103745,43531
122102,103881,42990
120538,104018,44531
123194,102500,43930
122624,100677,44074
121744,101736,47187
121864,101164,48346
122783,98857,49023
122976,96494,49173
124955,97899,50285
125097,98706,44812
123977,98659,43334
122820,93746,41163
121694,94899,41524
122732,92444,40787
123341,92987,40411
123642,92154,40322
125186,91698,39771
128747,91722,36673
122023,106412,56870
136352,110961,25042
137393,110284,22838
139480,110668,21584
137623,110231,21118
136001,110235,20117
136234,108520,19832
137672,110642,19518
136452,109641,18522
137351,111559,18246
134896,111838,18102
136062,110464,18043
136468,109335,18446
137421,110477,18746
137502,111189,18918
101175,93982,79591
101955,92720,78792
101661,95298,80221
102966,93871,83124
101063,92368,83044
99966,93128,85700
102012,93276,86924
102123,93335,87475
101223,94130,87905
102515,95134,89961
103478,97132,92140
103508,96005,92101
104683,94697,93695
107169,95552,94101
107232,95003,92857
106264,94751,92947
106584,94742,93489
107204,98627,92937
105169,97695,89212
108862,90122,78239
108922,90685,77691
110404,89975,76356
111783,89397,76249
112186,90347,73904
112700,89591,75588
113244,89037,74383
114278,88752,72769
115122,88069,72406
114537,87520,75202
112645,88327,75156
110478,88136,76286
110914,87826,78737
110390,87581,78296
137496,125017,28108
135987,124171,25463
136449,127837,24877
138019,115753,20657
136078,113932,19784
138304,113780,18889
136885,115308,20188
134208,113188,19189
135522,113217,18081
135731,112931,18379
133872,111463,17119
135919,118244,17961
124727,96474,35819
124216,95604,34741
124033,94112,32885
125981,92825,31589
126925,91247,31012
127216,90005,32069
129479,96266,28658
126555,95625,26611
125618,97559,26406
125020,97140,28625
126948,98326,27659
126563,96991,27696
125828,99642,25147
124012,99972,25608
124106,99207,24695
124520,99561,25773
